pid,title,price_ngn,price_raw,bedrooms,bathrooms,prop_type,location,area,lga,state,agent,features,date_added,url
7PPTD,Land,210000000.0,"₦ 210,000,000",,,Land,Sangotedo Ajah Lagos,Sangotedo,Ajah,Lagos,GUDNESS REALITY,Survey,18 May 2026,https://www.propertypro.ng/property/land-for-sale-sangotedo-ajah-lagos-7PPTD
3PJQD,Luxury 5 Bedroom Fully Detached Duplex,380000000.0,"₦ 380,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,OUTSTANDING REAL,,01 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-3PJQD
2PLXF,4 Bedroom Semi Detached Duplex With Bq,140000000.0,"₦ 140,000,000",4.0,4.0,House,Ado Road Ajah Lagos,Ado Road,Ajah,Lagos,OUTSTANDING REAL,,22 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-2PLXF
0PRTD,Fully Serviced 2 Bedroom Apartment,135000000.0,"₦ 135,000,000",2.0,2.0,Flat Apartment,New Road Lekki Lagos Chevron Lekki Lagos,New Road Lekki Lagos Chevron,Lekki,Lagos,OUTSTANDING REAL,Big Compound; 24 Hours Security; Swimming Pool,04 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-new-road-lekki-lagos-chevron-lekki-lagos-0PRTD
8PNLP,5 Bedroom Detatched Duplex With Bq,800000000.0,"₦ 800,000,000",5.0,5.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8PNLP
1PLXV,Serviced 2 Bedroom Apartment,135000000.0,"₦ 135,000,000",2.0,2.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,OUTSTANDING REAL,,23 Apr 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-1PLXV
9PHTG,Land,1400000000.0,"₦ 1,400,000,000",,,Land,A Street Nicon Town Estate Lekki Lagos Nicon Town Lekki Lagos,A Street Nicon Town Estate Lekki Lagos Nicon Town,Lekki,Lagos,DFHL,C Of O,25 Mar 2026,https://www.propertypro.ng/property/land-for-sale-a-street-nicon-town-estate-lekki-lagos-nicon-town-lekki-lagos-9PHTG
9PPBH,5 Bedroom Detached Duplex With 2 Bq,1500000000.0,"₦ 1,500,000,000",5.0,5.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,ITJ REALTOR,,12 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9PPBH
3PNQN,Commercial Property,15000000.0,"₦ 15,000,000",,,Commercial Property,Bashorun Market Ibadan North Oyo,Bashorun Market Ibadan,North,Oyo,Poly property,24 Hours Security; Fast Internet; Security,08 May 2026,https://www.propertypro.ng/property/commercial-property-for-sale-bashorun-market-ibadan-north-oyo-3PNQN
5PSJF,4 Bedroom Semi Detached Duplex With Bq,175000000.0,"₦ 175,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,GUDNESS REALITY,,10 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5PSJF
9PCND,4 Bedroom Detached Duplex With Bq,200000000.0,"₦ 200,000,000",4.0,4.0,House,"New Bodija Gra, Bodija Ibadan Oyo","New Bodija Gra, Bodija",Ibadan,Oyo,MrMideOseni Homes,Big Compound,08 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-new-bodija-gra-bodija-ibadan-oyo-9PCND
2PMSL,5 Bedroom Fully Detached Duplex,430000000.0,"₦ 430,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,OUTSTANDING REAL,Big Compound; 24 Hours Security; Fast Internet,30 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-2PMSL
9PNZH,2 Bedroom Apartment With Pool,280000000.0,"₦ 280,000,000",2.0,2.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sanrealtor,,11 May 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-9PNZH
7PMSC,3 Bedroom Bungalow,160000000.0,"₦ 160,000,000",3.0,3.0,House,Dabo Estate Life Camp Abuja,Dabo Estate Life,Camp,Abuja,TZ ESTATE,,30 Apr 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-dabo-estate-life-camp-abuja-7PMSC
4PNFV,Land Measuring 500sqm,60000000.0,"₦ 60,000,000",5.0,5.0,Land,"Marlargo Estate,opposite Kubwa Nnpc Karsana Abuja","Marlargo Estate,opposite Kubwa Nnpc",Karsana,Abuja,TZ ESTATE,,06 May 2026,https://www.propertypro.ng/property/5-bedroom-land-for-sale-marlargo-estateopposite-kubwa-nnpc-karsana-abuja-4PNFV
2PFKA,3 Bedroom Apartment,102199875.0,"₦ 102,199,875",3.0,3.0,House,"Airport Road, Lugbe Abuja","Airport Road,",Lugbe,Abuja,Besproperties,24 Hours Security; C Of O; Swimming Pool,03 Mar 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-airport-road-lugbe-abuja-2PFKA
7PEGW,4 Bedroom Bungalow,110000000.0,"₦ 110,000,000",4.0,,House,"Baba Agba Area, Eleyele Ido Road Ibadan Oyo","Baba Agba Area, Eleyele Ido Road",Ibadan,Oyo,Openkeys business,,23 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-baba-agba-area-eleyele-ido-road-ibadan-oyo-7PEGW
6PKHN,Distress Sale Of Residential Land 1500sqm Fcda,750000000.0,"₦ 750,000,000",,,Land,Close To Nnpc Guzape Abuja,Close To Nnpc,Guzape,Abuja,Shedrack Luka,Free Wifi; 24 Hours Security; C Of O,09 Apr 2026,https://www.propertypro.ng/property/land-for-sale-close-to-nnpc-guzape-abuja-6PKHN
6NXQJ,Furnished & Serviced 3bed..,650000000.0,"₦ 650,000,000",3.0,4.0,Flat / Apartment,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,Dollyrealty,Newly Built; Furnished; Serviced; Only on PropertyPro,16 Dec 2025,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikeja-gra-ikeja-lagos-6NXQJ
1NYVE,4 Bedroom Terrace Duplex,230000000.0,"₦ 230,000,000",4.0,4.0,House,Close To Stella Marris School Life Camp Abuja,Close To Stella Marris School Life,Camp,Abuja,Shedrack Luka,Big Compound; 24 Hours Security; Fast Internet,04 Jan 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-stella-marris-school-life-camp-abuja-1NYVE
8NLDU,3 Bedroom Apartment,1200000000.0,"₦ 1,200,000,000",3.0,3.0,Flat Apartment,Old Ikoyi Ikoyi Lagos,Old Ikoyi,Ikoyi,Lagos,First Colony,,26 Aug 2025,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-8NLDU
6NLXX,4 Bedroom Apartment,5900000000.0,"₦ 5,900,000,000",4.0,4.0,Flat Apartment,Old Ikoyi Ikoyi Lagos,Old Ikoyi,Ikoyi,Lagos,First Colony,,01 Sep 2025,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-6NLXX
1PPYD,Newly Built 4 Bedroom Pent Floor Maisonette,3000000000.0,"₦ 3,000,000,000",4.0,4.0,Flat Apartment,Ikoyi Lagos,Ikoyi,Lagos,Lagos,First Colony,,20 May 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikoyi-lagos-1PPYD
1PSNQ,"930sqm Fenced Land Located Off Road 3, Vgc Estate",480000000.0,"₦ 480,000,000",,,Land,Vgc Lekki Lagos,Vgc,Lekki,Lagos,First Colony,,11 Jun 2026,https://www.propertypro.ng/property/land-for-sale-vgc-lekki-lagos-1PSNQ
9PKAD,7 Acres Of Farmland,75000000.0,"₦ 75,000,000",,,Land,Lalupon Ejioku Lagelu Oyo,Lalupon Ejioku,Lagelu,Oyo,Openkeys business,,06 Apr 2026,https://www.propertypro.ng/property/land-for-sale-lalupon-ejioku-lagelu-oyo-9PKAD
6PJWA,5 Bedroom Detached Home,1800000000.0,"₦ 1,800,000,000",5.0,5.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,First Colony,,03 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-6PJWA
6PNYL,5 Bedroom Detached Duplex,1400000000.0,"₦ 1,400,000,000",5.0,5.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6PNYL
5PNZU,Newly Built 3 Bedroom Terrace Duplex,110000000.0,"₦ 110,000,000",3.0,3.0,House,General Paint Lekki Lagos,General Paint,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-general-paint-lekki-lagos-5PNZU
9PNZW,3 Bedroom Semi Detached Duplex,600000000.0,"₦ 600,000,000",3.0,3.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,ITJ REALTOR,,11 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9PNZW
5PDXG,5 Bedroom Fully Detached Duplex,680000000.0,"₦ 680,000,000",5.0,6.0,House,Chevron Toll Gate Lekki Lagos,Chevron Toll Gate,Lekki,Lagos,Chrystal Abodes,Big Compound; Printing Service; 24 Hours Security,19 Feb 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-5PDXG
8NXEW,8 Units 3 Bedroom Block Of Flats,1600000.0,"₦ 1,600,000",3.0,,House,Zone 4 Zone 4 Wuse 1 Abuja,Zone 4 Zone 4 Wuse,1,Abuja,Shedrack Luka,Free Wifi; Big Compound; 24 Hours Security,11 Dec 2025,https://www.propertypro.ng/property/house-for-sale-zone-4-zone-4-wuse-1-abuja-8NXEW
8PNPS,4 Bedroom Detached Duplex With Bq,190000000.0,"₦ 190,000,000",4.0,4.0,House,Ajah Lagos,Ajah,Lagos,Lagos,Sanrealtor,,08 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-8PNPS
7PPJC,Brand New 4 Bedroom Terrace Duplex,120000000.0,"₦ 120,000,000",4.0,4.0,House,Orchid Road Chevron Lekki Lagos,Orchid Road Chevron,Lekki,Lagos,OUTSTANDING REAL,Big Compound; Security; All Room Ensuit,14 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-road-chevron-lekki-lagos-7PPJC
9PPFP,5 Bedroom Detached Duplex,450000000.0,"₦ 450,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,ITJ REALTOR,,13 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-9PPFP
2PFSX,5 Bedroom Detached Duplex,600000000.0,"₦ 600,000,000",5.0,5.0,House,Chevron Toll Gate Lekki Lagos,Chevron Toll Gate,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,06 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-toll-gate-lekki-lagos-2PFSX
8PNFG,Luxury 5 Bedroom Detatched Duplex With Bq,600000000.0,"₦ 600,000,000",5.0,5.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Sanrealtor,,05 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8PNFG
3PNXL,4 Bedroom Semi Detached Duplex With Bq,230000000.0,"₦ 230,000,000",4.0,4.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sanrealtor,,11 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-3PNXL
4PEVV,4 Bedroom Fully Detached Duplex With Bq,400000.0,"₦ 400,000",4.0,4.0,House,Close To Zarche Wuye Abuja,Close To Zarche,Wuye,Abuja,Shedrack Luka,Big Compound; 24 Hours Security; Pop Ceiling,27 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-zarche-wuye-abuja-4PEVV
4PECP,2 Bedroom Apartment,180000000.0,"₦ 180,000,000",2.0,2.0,House,"Gilmore, Jahi Abuja","Gilmore,",Jahi,Abuja,TZ ESTATE,,21 Feb 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-gilmore-jahi-abuja-4PECP
0PDPE,Newly Built 4 Bedroom Terrace Duplex With Bq,150000000.0,"₦ 150,000,000",4.0,4.0,House,Gwarinpa Abuja,Gwarinpa,Abuja,Abuja,Ademeso olalekan,,17 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gwarinpa-abuja-0PDPE
3PNQK,Beautiful 5 Bedroom Detached Duplex With Bq,320000000.0,"₦ 320,000,000",5.0,5.0,House,Efab Metropolis Gwarimpa Extension Karsana South Karsana Abuja,Efab Metropolis Gwarimpa Extension Karsana South,Karsana,Abuja,Ademeso olalekan,,08 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-efab-metropolis-gwarimpa-extension-karsana-south-karsana-abuja-3PNQK
7PFEH,4 Bedroom Terrace Duplex,330000000.0,"₦ 330,000,000",4.0,4.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,02 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-7PFEH
5PKUT,Serviced 1 Bedroom Apartment,250000000.0,"₦ 250,000,000",1.0,1.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,OUTSTANDING REAL,,13 Apr 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-5PKUT
7PNGQ,4 Bedroom Semi Detached Duplex,650000000.0,"₦ 650,000,000",4.0,,House,Ahmadu Bello Way Victoria Island Lagos,Ahmadu Bello Way Victoria,Island,Lagos,-,,06 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ahmadu-bello-way-victoria-island-lagos-7PNGQ
1PKJJ,460sqm Parcel Of Land,65000000.0,"₦ 65,000,000",,,Land,Federal Housing Est Ikolaba Ibadan Oyo,Federal Housing Est Ikolaba,Ibadan,Oyo,Openkeys business,,09 Apr 2026,https://www.propertypro.ng/property/land-for-sale-federal-housing-est-ikolaba-ibadan-oyo-1PKJJ
2PNHW,Newly Built 3 Bedroom Terrace Duplex,90000000.0,"₦ 90,000,000",3.0,,House,1st Roundabout Lekki Lagos,1st Roundabout,Lekki,Lagos,-,,06 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-1st-roundabout-lekki-lagos-2PNHW
9PKBK,3 Bedroom Terraced Duplex + Bq,90000000.0,"₦ 90,000,000",3.0,3.0,House,Idera Scheme Ibeju Lekki Lagos,Idera Scheme Ibeju,Lekki,Lagos,Besproperties,24 Hours Security; Pop Ceiling; C Of O,06 Apr 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-idera-scheme-ibeju-lekki-lagos-9PKBK
4PNTF,4 Bedroom Terrace Duplex With Bq,870000000.0,"₦ 870,000,000",4.0,4.0,House,Victoria Island Lagos,Victoria,Island,Lagos,Sanrealtor,,09 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-victoria-island-lagos-4PNTF
1PHNG,Luxury 4 Bedroom Semi Detached Duplex,160000000.0,"₦ 160,000,000",4.0,4.0,House,Ajah Lagos,Ajah,Lagos,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,23 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-1PHNG
6PJZH,3 Bedroom Terraced Duplex,150000000.0,"₦ 150,000,000",3.0,3.0,House,"Abraham Adesanya, Ajah Lagos","Abraham Adesanya,",Ajah,Lagos,Besproperties,Big Compound; 24 Hours Security; Pop Ceiling,05 Apr 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-abraham-adesanya-ajah-lagos-6PJZH
1PQNM,4 Bedroom Fully Detached Duplex + Bq Swimming Pool,300000000.0,"₦ 300,000,000",4.0,4.0,House,Thomas Estate Ajah Lagos,Thomas Estate,Ajah,Lagos,Tugaris Realtor,Only on PropertyPro,25 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-thomas-estate-ajah-lagos-1PQNM
1PDJW,3 Bedroom Duplex,175000000.0,"₦ 175,000,000",3.0,3.0,House,"Chief Lateef Oyelade, Ringroad Gra, Ring Rd Ibadan Oyo","Chief Lateef Oyelade, Ringroad Gra, Ring Rd",Ibadan,Oyo,Poly property,Big Compound; Fast Internet; Security,16 Feb 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-chief-lateef-oyelade-ringroad-gra-ring-rd-ibadan-oyo-1PDJW
2PLMB,6 Bedroom Detached Duplex,370000000.0,"₦ 370,000,000",6.0,6.0,House,In An Estate Gwarimpa Extension Karsana Abuja,In An Estate Gwarimpa Extension,Karsana,Abuja,Ademeso olalekan,,19 Apr 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-in-an-estate-gwarimpa-extension-karsana-abuja-2PLMB
7PNUK,4 Bedroom Fully Detached Duplex,250000000.0,"₦ 250,000,000",4.0,5.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,Chrystal Abodes,,09 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-7PNUK
2PHVN,Land,850000000.0,"₦ 850,000,000",,,Land,Western Avenue Surulere Lagos,Western Avenue,Surulere,Lagos,Openkeys business,,25 Mar 2026,https://www.propertypro.ng/property/land-for-sale-western-avenue-surulere-lagos-2PHVN
3PHVJ,Commercial Land,270000000.0,"₦ 270,000,000",,,Land,"St Louis Grammar School, Mokola Ibadan North West Ibadan Oyo","St Louis Grammar School, Mokola Ibadan North West",Ibadan,Oyo,Openkeys business,,25 Mar 2026,https://www.propertypro.ng/property/land-for-sale-st-louis-grammar-school-mokola-ibadan-north-west-ibadan-oyo-3PHVJ
5PSWL,5bed,1100000000.0,"₦ 1,100,000,000",5.0,5.0,House,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,New adventures,,15 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-5PSWL
0PRWT,4 Bedroom Semi Detached Duplex With Bq,220000000.0,"₦ 220,000,000",4.0,4.0,House,Osapa Osapa London Lekki Lagos,Osapa Osapa London,Lekki,Lagos,OUTSTANDING REAL,,05 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-osapa-london-lekki-lagos-0PRWT
4PEZD,4 Bedroom Terraced Duplex,95000000.0,"₦ 95,000,000",4.0,4.0,House,"By The Turkish Hospital, Mbora (nbora) Abuja","By The Turkish Hospital, Mbora",(nbora),Abuja,Besproperties,Big Compound; 24 Hours Security; Security,28 Feb 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-by-the-turkish-hospital-mbora-nbora-abuja-4PEZD
2PEZF,2 Bedroom Apartment,50000000.0,"₦ 50,000,000",2.0,2.0,House,"Dape, Life Camp Abuja","Dape, Life",Camp,Abuja,Besproperties,Big Compound; Supermarket Nearby; Mosques Nearby,28 Feb 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-dape-life-camp-abuja-2PEZF
2NPPG,2 Acres Of Industrial Land,200000000.0,"₦ 200,000,000",,,Land,Opposite British American Tobacco Ibadan Oyo,Opposite British American Tobacco,Ibadan,Oyo,Openkeys business,Only on PropertyPro,26 Sep 2025,https://www.propertypro.ng/property/land-for-sale-opposite-british-american-tobacco-ibadan-oyo-2NPPG
8PEZF,3 Bedroom Apartment,65000000.0,"₦ 65,000,000",3.0,3.0,House,Dape Abuja,Dape,Abuja,Abuja,Besproperties,Big Compound; Security; C Of O,28 Feb 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-dape-abuja-8PEZF
0PFKA,150sqm Estate Land,11664000.0,"₦ 11,664,000",3.0,3.0,Land,"Airport Road, Before Centenary City, Lugbe Abuja","Airport Road, Before Centenary City,",Lugbe,Abuja,Besproperties,24 Hours Security; C Of O; Swimming Pool,03 Mar 2026,https://www.propertypro.ng/property/3-bedroom-land-for-sale-airport-road-before-centenary-city-lugbe-abuja-0PFKA
3PFKG,450sqm Estate Land,17952500.0,"₦ 17,952,500",,,Land,"Airport Road Before Centenary City, Lugbe Abuja","Airport Road Before Centenary City,",Lugbe,Abuja,Besproperties,24 Hours Security; Swimming Pool; Mosques Nearby,03 Mar 2026,https://www.propertypro.ng/property/land-for-sale-airport-road-before-centenary-city-lugbe-abuja-3PFKG
3PFJE,Luxury 5 Bedroom Detached Duplex,750000000.0,"₦ 750,000,000",5.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,03 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3PFJE
8PFHW,Premium Fully Furnished 3 Bedroom Penthouse,480000000.0,"₦ 480,000,000",3.0,3.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sunwealth real,24 Hours Security; Security; Pop Ceiling,03 Mar 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-8PFHW
1PNGG,Luxury 5 Bedroom Detatched Duplex With Bq,275000000.0,"₦ 275,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sanrealtor,,06 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-1PNGG
7PNLM,6 Bedroom Detatched Duplex With Bq,1600000000.0,"₦ 1,600,000,000",6.0,6.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ikate-lekki-lagos-7PNLM
9PNLN,4 Bedroom Terrace Duplex With Bq,600000000.0,"₦ 600,000,000",4.0,4.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9PNLN
5PNLR,Newly Built 5 Bedroom Detatched Duplex With Bq,200000000.0,"₦ 200,000,000",5.0,5.0,House,Abraham Adesanya Estate Ajah Lagos,Abraham Adesanya Estate,Ajah,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-abraham-adesanya-estate-ajah-lagos-5PNLR
3PNLS,Newly Built 2 Bedroom Apartment,95000000.0,"₦ 95,000,000",2.0,2.0,Flat Apartment,Abraham Adesanya Estate Ajah Lagos,Abraham Adesanya Estate,Ajah,Lagos,Sanrealtor,,07 May 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-abraham-adesanya-estate-ajah-lagos-3PNLS
8PPBG,Newly Built 4 Bedroom Detached Duplex With Bq,245000000.0,"₦ 245,000,000",4.0,4.0,House,Fagba Agege Lagos,Fagba,Agege,Lagos,Sanrealtor,,12 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-fagba-agege-lagos-8PPBG
5PLFX,Contemporary 5 Bedroom Detached Duplex,400000000.0,"₦ 400,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,17 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-5PLFX
2PPBE,3 Bedroom Penthouse With Bq,950000000.0,"₦ 950,000,000",3.0,3.0,Flat Apartment,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,Sanrealtor,,12 May 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikeja-gra-ikeja-lagos-2PPBE
3PNVY,5 Bedroom Detached Duplex With Bq,750000000.0,"₦ 750,000,000",5.0,5.0,House,Ikate Lekki Lagos,Ikate,Lekki,Lagos,Sanrealtor,,10 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3PNVY
2PGDH,2 Bedroom Apartment,270000000.0,"₦ 270,000,000",2.0,2.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sunwealth real,24 Hours Security; Security; Pop Ceiling,10 Mar 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2PGDH
5PGDE,6 Bedroom Detached Duplex,1300000000.0,"₦ 1,300,000,000",6.0,6.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,10 Mar 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-5PGDE
4PGCT,5 Bedroom Detached Duplex,420000000.0,"₦ 420,000,000",5.0,5.0,House,Ikota Lekki Lagos,Ikota,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,10 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-4PGCT
2PFPV,Modern 3 Bedroom Apartment,450000000.0,"₦ 450,000,000",3.0,3.0,Flat Apartment,Ikoyi Lagos,Ikoyi,Lagos,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,05 Mar 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikoyi-lagos-2PFPV
8PFST,5 Bedroom Detached Duplex,450000000.0,"₦ 450,000,000",5.0,5.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,06 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-8PFST
6PFZF,5 Bedroom Detached Duplex,390000000.0,"₦ 390,000,000",5.0,5.0,House,Lekki Lagos,Lekki,Lagos,Lagos,Sunwealth real,Big Compound; 24 Hours Security; Boys Quater,09 Mar 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-6PFZF
4PGUT,4 Bedroom Fully Detached Triplex With Bq,300000000.0,"₦ 300,000,000",4.0,4.0,House,"Kolapo Ishola Gra, Akobo Ibadan Oyo","Kolapo Ishola Gra, Akobo",Ibadan,Oyo,Poly property,Big Compound; 24 Hours Security; Fast Internet,16 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-4PGUT
5NZUY,5 Bedroom Detached Duplex,900000000.0,"₦ 900,000,000",5.0,,House,Chevron Lekki Lagos,Chevron,Lekki,Lagos,Purple Ribbon,,14 Jan 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-5NZUY
0PBGT,5 Bedroom Fully Detached Duplex With Bq,350000000.0,"₦ 350,000,000",5.0,,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,Purple Ribbon,,27 Jan 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0PBGT
